Kasarian,Edad,Antas na tinapos,Uri ng trabaho,Serbisyong Pangedukasyon,Pagsasanay Pangkabuhayan (Livelihood),Pagtatanim,Serbisyong Pangkalusugan,Serbisyong Dental,Kaalamang Pangkultura,Values Formation at Moral Recovery,Ayudang Pagkain (Food Assistance),Pagrerecycle,Pagsasanay Ukol sa Teknolohiya,Program,Sub Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,0,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,0,1,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,0,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,0,1,1,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,0,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,0,1,1,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,0,1,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,1,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,0,1,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,0,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,0,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,0,1,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,0,1,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,1,0,0,Socio-economic,Training/seminar Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,1,0,1,Literacy,ICT Literacy Program
Lalake,17-below,Hindi nakapagtapos ng Sekundarya,May Trabaho,0,1,1,1,0,1,1,1,1,0,Socio-economic,Training/seminar Program
